WKT,nama,deskripsi
"POLYGON ((110.0257789 -7.8897579, 110.8319007 -8.202505, 110.8154212 -8.1467722, 110.7975684 -8.1590069, 110.757743 -8.021685, 110.7824622 -7.8775151, 110.7783424 -7.8162957, 110.7604896 -7.8217377, 110.7275306 -7.7999689, 110.691825 -7.8081324, 110.6780921 -7.7809203, 110.6588661 -7.7986084, 110.5847083 -7.7999689, 110.564109 -7.782281, 110.5352699 -7.7958872, 110.4968177 -7.7605101, 110.4446327 -7.5441015, 110.380088 -7.6080828, 110.3498756 -7.6244169, 110.3347694 -7.6421115, 110.3127967 -7.6475558, 110.2935706 -7.6774984, 110.2770911 -7.7006345, 110.2633582 -7.6856642, 110.2647315 -7.6693325, 110.2578651 -7.6475558, 110.238639 -7.650278, 110.2097999 -7.650278, 110.1782142 -7.6434726, 110.1438819 -7.6475558, 110.1177894 -7.6666105, 110.1328956 -7.6938299, 110.1328956 -7.7156042, 110.1287757 -7.7428205, 110.120536 -7.7673136, 110.0958167 -7.7850022, 110.0820838 -7.8067718, 110.0614845 -7.8230983, 110.0518714 -7.8462263, 110.045005 -7.8679927, 110.0257789 -7.8897579))",DI Yogyakarta,
