WKT,nama,deskripsi
"POLYGON ((106.7491329 -6.3428049, 106.7443264 -6.3741963, 106.7415798 -6.4028563, 106.7305935 -6.4260561, 106.7347134 -6.4349263, 106.7278469 -6.4779106, 106.7559994 -6.4970136, 106.7580593 -6.5181625, 106.7759121 -6.5556824, 106.8095578 -6.5665968, 106.8397702 -6.5665968, 106.8947018 -6.4397026, 106.8960751 -6.3892089, 106.7669857 -6.3605481, 106.7491329 -6.3428049))",Depok,
