WKT,nama,deskripsi
"POLYGON ((106.7254846 -6.0855574, 106.7186181 -6.0882885, 106.713125 -6.0917024, 106.7048852 -6.0944334, 106.6952722 -6.0944334, 106.6856591 -6.0964817, 106.6856591 -6.1046748, 106.6870324 -6.112185, 106.6884057 -6.1210606, 106.6884057 -6.1258397, 106.6884057 -6.1313015, 106.6849725 -6.1442729, 106.6849725 -6.1510999, 106.689779 -6.1599748, 106.6932122 -6.1708976, 106.7035119 -6.1770416, 106.7090051 -6.1790896, 106.7186181 -6.1886467, 106.7234246 -6.1954731, 106.7234246 -6.2036646, 106.7186181 -6.2166343, 106.7316644 -6.2220952, 106.7399041 -6.2268733, 106.7447107 -6.2377947, 106.7467706 -6.2446205, 106.7515771 -6.2528113, 106.7563836 -6.2610019, 106.7522638 -6.2657798, 106.7563836 -6.2726052, 106.7639367 -6.2794305, 106.76531 -6.2869382, 106.7721765 -6.2937633, 106.7749231 -6.3026358, 106.7783563 -6.3094607, 106.7811029 -6.3142381, 106.7907159 -6.3149206, 106.7996423 -6.3149206, 106.8071954 -6.3156031, 106.8037622 -6.3224278, 106.8037622 -6.32857, 106.798269 -6.3367595, 106.7955224 -6.348361, 106.7927758 -6.3606447, 106.8037622 -6.3620095, 106.8133752 -6.3599623, 106.8223016 -6.3545029, 106.831228 -6.3545029, 106.8387811 -6.3476786, 106.842901 -6.3381244, 106.8532006 -6.3381244, 106.8532006 -6.3442664, 106.8593805 -6.3510907, 106.8683068 -6.3558677, 106.8758599 -6.3585974, 106.8827264 -6.3654216, 106.8937127 -6.369516, 106.9005792 -6.3681512, 106.9081323 -6.3585974, 106.9149987 -6.3504083, 106.9191186 -6.3394893, 106.9191186 -6.32857, 106.9198053 -6.3176505, 106.9211786 -6.3026358, 106.9143121 -6.2978583, 106.9095056 -6.2889857, 106.9095056 -6.2767004, 106.9053857 -6.2678274, 106.9060724 -6.2589543, 106.916372 -6.2569066, 106.9252984 -6.254859, 106.9355981 -6.2521287, 106.9417779 -6.2466682, 106.9424646 -6.2371122, 106.9479577 -6.2275559, 106.9548242 -6.2193647, 106.961004 -6.211856, 106.9658105 -6.202982, 106.9671838 -6.1920599, 106.9699304 -6.1804549, 106.9699304 -6.1688496, 106.9699304 -6.155196, 106.9699304 -6.1456383, 106.9699304 -6.134715, 106.9699304 -6.1217433, 106.9699304 -6.1053576, 106.9699304 -6.0964817, 106.9685571 -6.0910196, 106.9582574 -6.0930679, 106.9410913 -6.095799, 106.9301049 -6.09853, 106.9149987 -6.09853, 106.8998925 -6.09853, 106.8909662 -6.0998955, 106.8765466 -6.1005783, 106.8710534 -6.1067231, 106.8628137 -6.1074058, 106.8552606 -6.1101368, 106.8470208 -6.1196951, 106.8305413 -6.1176469, 106.8174951 -6.1155987, 106.8065088 -6.1155987, 106.8037622 -6.1026265, 106.7968957 -6.0964817, 106.7893426 -6.0964817, 106.7845361 -6.1053576, 106.7762964 -6.1053576, 106.7632501 -6.1039921, 106.7563836 -6.1039921, 106.7543237 -6.0937507, 106.7550103 -6.0828263, 106.7563836 -6.0732673, 106.7474572 -6.0746329, 106.744024 -6.0835091, 106.7350976 -6.0855574, 106.7254846 -6.0855574))",DKI Jakarta,
